group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVUPD,;0,;0x941f,;Success;128;Success;32;32;0;32;0;1;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x943d,0x9478,0x94b7,0x9521,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x9431,0x9466,0x94ab,0x9514,;Success;128;Success;128;128;0;128;128;4;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;0,32,64,96,;0x948c,0x94d6,0x94f9,0x9538,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x9424,0x945f,0x949d,0x9506,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x9448,0x9485,0x94cf,0x9528,;Success;128;Success;128;128;0;128;128;4;
1;L;CMP,;-8440,;0x9549,;Success;0;Success;8;8;0;8;0;1;
1;L;VADDPD,;0,;0x942a,;Success;128;Success;32;32;0;32;0;1;
6;LLLLLL;VMOVUPD,VADDPD,VMOVUPD,VADDPD,VMOVUPD,VADDPD,;32,32,64,64,96,96,;0x944e,0x9458,0x9497,0x94a4,0x94e1,0x94e7,;Success;128;Success;192;192;0;96;0;1;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x9437,0x9471,0x94be,0x950d,;Success;128;Success;128;128;0;128;128;4;
4;SSSS;VMOVAPD,VMOVAPD,VMOVAPD,VMOVAPD,;0,32,64,96,;0x94b2,0x94ee,0x9500,0x953f,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x9443,0x947f,0x94c9,0x951b,;Success;128;Success;128;128;0;128;128;4;
