node;pid;tid;core_id;sample_count;
fedora;27140;27167;15;1418;
fedora;27140;27167;16;605;
fedora;27140;27163;7;1807;
fedora;27140;27163;8;215;
fedora;27140;27166;13;2024;
fedora;27140;27165;11;1977;
fedora;27140;27165;12;47;
fedora;27140;27164;9;2024;
fedora;27140;27162;5;2024;
fedora;27140;27140;1;1839;
fedora;27140;27140;2;1194;
fedora;27140;27140;5;4;
fedora;27140;27140;7;62;
fedora;27140;27140;10;2;
fedora;27140;27140;11;3;
fedora;27140;27140;13;1;
fedora;27140;27140;15;7;
fedora;27140;27161;3;979;
fedora;27140;27161;4;1044;
