group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VMOVSD,;0,;0x4082f0,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x408319,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x408307,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x4082f5,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x40830d,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x408313,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x40831e,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x408301,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x4082fc,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x408323,;Success;8;Success;8;8;0;8;8;1;
