node;pid;tid;core_id;sample_count;
fedora;20272;20307;1;1;
fedora;20272;20307;9;82;
fedora;20272;20307;10;1918;
fedora;20272;20308;11;1564;
fedora;20272;20308;12;434;
fedora;20272;20272;2;1;
fedora;20272;20272;5;2;
fedora;20272;20272;7;190;
fedora;20272;20309;1;1;
fedora;20272;20309;13;1529;
fedora;20272;20309;14;470;
fedora;20272;20310;15;495;
fedora;20272;20310;16;1505;
fedora;20272;20304;3;1114;
fedora;20272;20304;4;884;
fedora;20272;20303;1;736;
fedora;20272;20303;2;1265;
fedora;20272;20306;7;140;
fedora;20272;20306;8;1861;
fedora;20272;20305;5;391;
fedora;20272;20305;6;1607;
