node;pid;tid;core_id;sample_count;
fedora;19808;19844;15;1948;
fedora;19808;19844;16;12;
fedora;19808;19841;9;1485;
fedora;19808;19841;10;475;
fedora;19808;19839;1;1;
fedora;19808;19839;5;828;
fedora;19808;19839;6;1131;
fedora;19808;19843;13;386;
fedora;19808;19843;14;1573;
fedora;19808;19842;11;950;
fedora;19808;19842;12;1009;
fedora;19808;19840;7;943;
fedora;19808;19840;8;1016;
fedora;19808;19838;1;1;
fedora;19808;19838;3;562;
fedora;19808;19838;4;1398;
fedora;19808;19837;1;91;
fedora;19808;19837;2;1871;
