group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xc93e,0xc94b,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xc977,0xc988,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xca67,0xca6d,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xc968,0xc98f,;Success;64;Success;64;64;0;64;64;1;
1;S;VMOVUPD,;0,;0xcb01,;Success;32;Success;32;32;0;32;32;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xca84,0xca89,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xca07,0xca0c,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xcabe,0xcac4,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xcaa3,0xcacb,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xc952,0xc957,;Success;64;Success;64;64;0;64;64;1;
4;LLLL;VMOVUPD,VUNPCKHPD,VMOVUPD,VUNPCKLPD,;0,32,0,32,;0xc938,0xc944,0xc9bd,0xc9ce,;Success;64;Success;128;64;64;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xc9b8,0xc9c8,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xc9f5,0xc9fb,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xca22,0xca45,;Success;64;Success;64;64;0;64;64;1;
5;LLSLL;MOV,MOV,VMOVAPD,MOV,MOV,;464,320,480,424,328,;0xc99a,0xca38,0xca8f,0xcad2,0xcb06,;Success;0;Success;64;64;0;192;0;1;
2;LL;VMOVUPD,VUNPCKLPD,;0,32,;0xca1d,0xca32,;Success;64;Success;64;64;0;64;64;1;
