group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VADDSD,;0,;0x910f,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x9109,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x912d,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x9133,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x911b,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x9121,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;0,;0x9100,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0x9139,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x9127,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;0,;0x9115,;Success;16;Success;8;8;0;8;0;1;
