group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VADDSD,;0,;0x6d62,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x6d51,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x6d4b,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x6d40,;Success;8;Success;8;8;0;8;8;1;
1;L;VMOVSD,;0,;0x6d5c,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x6d56,;Success;8;Success;8;8;0;8;8;1;
1;S;VMOVSD,;0,;0x6d75,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x6d68,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x6d6f,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;0,;0x6d46,;Success;8;Success;8;8;0;8;8;1;
