group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x12f8e,0x12fc8,0x13008,0x13074,;Success;128;Success;128;128;0;128;128;4;
4;SSSS;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x13001,0x13040,0x13053,0x13092,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x12f94,0x12fcf,0x1301a,0x1306d,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x12f9a,0x12fd6,0x13021,0x1307b,;Success;128;Success;128;128;0;128;128;4;
1;L;VADDPD,;0,;0x12f83,;Success;128;Success;32;32;0;32;0;1;
3;LLL;VADDPD,VADDPD,VADDPD,;32,64,96,;0x12fb7,0x12ffb,0x13067,;Success;128;Success;96;96;0;96;0;3;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x12f88,0x12fc1,0x1300f,0x13060,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,;0x12f7d,0x12fb0,0x12ff4,0x13039,;Success;128;Success;128;128;0;128;128;4;
1;L;CMP,;-176,;0x1309d,;Success;0;Success;8;8;0;8;0;1;
4;SSSS;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x12fdd,0x13028,0x1304c,0x1308b,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x12f78,0x12faa,0x12fee,0x1305a,;Success;128;Success;128;128;0;128;128;4;
4;LLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,;0x12f73,0x12fa4,0x12fe8,0x13033,;Success;128;Success;128;128;0;128;128;4;
