group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0x13f2f,0x13f52,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0x13ee1,0x13ef1,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0x13f29,0x13f3c,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0x13efd,0x13f35,;Success;64;Success;64;64;0;64;64;1;
4;SSSS;VMOVLPD,VMOVHPD,VMOVLPD,VMOVHPD,;-64,-48,-32,-16,;0x13fa6,0x13fab,0x13fb0,0x13fb5,;Success;64;Success;32;32;0;56;0;1;
1;L;VUNPCKLPD,;-32,;0x13ea2,;Success;64;Success;32;32;0;32;0;1;
1;L;VMOVUPD,;0,;0x13e90,;Success;64;Success;32;32;0;32;0;1;
4;SSSS;VMOVLPD,VMOVHPD,VMOVLPD,VMOVHPD,;-64,-48,-32,-16,;0x13f72,0x13f7d,0x13f92,0x13f97,;Success;64;Success;32;32;0;56;0;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0x13ee7,0x13ef7,;Success;64;Success;64;64;0;64;64;1;
1;L;VUNPCKLPD,;-32,;0x13ea7,;Success;64;Success;32;32;0;32;0;1;
1;L;VMOVUPD,;0,;0x13e94,;Success;64;Success;32;32;0;32;0;1;
2;LL;VMOVUPD,VUNPCKLPD,;-64,-32,;0x13f04,0x13f1f,;Success;64;Success;64;64;0;64;64;1;
