group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
6;LLLLLL;VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,;-48,-40,-32,-24,-16,-8,;0xe667,0xe66c,0xe678,0xe67d,0xe689,0xe68e,;Success;64;Success;48;48;0;48;0;6;
2;LL;VMOVSD,VMOVSD,;0,8,;0xe65a,0xe65e,;Success;64;Success;16;16;0;16;0;2;
1;S;VMOVSD,;0,;0xe6b6,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xe6af,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xe6a8,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xe6a1,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xe69a,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xe693,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xe682,;Not found;0;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xe671,;Not found;0;Success;8;8;0;8;0;1;
