group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;136,;0xbfa3,;Success;16;Success;8;8;0;8;0;1;
1;L;PUSH,;184,;0xbf69,;Success;-8;Success;8;8;0;8;8;1;
1;L;MOV,;80,;0xbf40,;Success;16;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0xbf9e,;Success;4;Success;4;4;0;4;4;1;
1;L;MOV,;0,;0xbf51,;Success;4;Success;4;4;0;4;4;1;
3;LLL;MOV,MOV,MOV,;0,-4,0,;0xbeed,0xbf0d,0xbf11,;Success;4;Success;12;8;4;8;8;1;
1;L;MOV,;0,;0xbf91,;Success;4;Success;4;4;0;4;4;1;
1;L;MOVSXD,;0,;0xbf79,;Success;4;Success;4;4;0;4;4;1;
1;L;MOV,;0,;0xbf95,;Success;4;Success;4;4;0;4;4;1;
1;L;MOV,;0,;0xbf4c,;Success;4;Success;4;4;0;4;4;1;
3;LLL;MOV,MOV,MOV,;0,-4,0,;0xbee8,0xbf08,0xbf22,;Success;4;Success;12;8;4;8;8;1;
4;LLLL;MOVSXD,MOVSXD,MOVSXD,MOVSXD,;0,-4,0,0,;0xbee0,0xbefa,0xbf1a,0xbf39,;Success;4;Success;16;8;8;8;8;1;
1;L;MOVSXD,;22165,;0xbfb0,;RIP based value;0;Success;4;4;0;4;0;1;
1;L;MOV,;0,;0xbf56,;Success;4;Success;4;4;0;4;4;1;
3;LLL;MOV,MOV,MOV,;0,-4,0,;0xbee4,0xbeff,0xbf04,;Success;4;Success;12;8;4;8;8;1;
