group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;VADDSD,;24,;0xbb30,;Success;16;Success;8;8;0;8;0;1;
2;LL;VMOVSD,VADDSD,;0,-16,;0xbb6d,0xbb73,;Success;16;Success;16;16;0;24;16;1;
1;L;VADDSD,;24,;0xbb44,;Success;16;Success;8;8;0;8;0;1;
1;S;VMOVSD,;0,;0xbb7e,;Success;8;Success;8;8;0;8;8;1;
1;L;VADDSD,;24,;0xbb23,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;24,;0xbb16,;Success;16;Success;8;8;0;8;0;1;
2;LL;VADDSD,VADDSD,;-16,0,;0xbb52,0xbb5e,;Success;16;Success;16;16;0;24;16;2;
1;L;VADDSD,;24,;0xbb37,;Success;16;Success;8;8;0;8;0;1;
1;L;VADDSD,;24,;0xbb2a,;Success;16;Success;8;8;0;8;0;1;
3;LLL;VMULSD,VADDSD,VADDSD,;-8,-16,0,;0xbb1c,0xbb4b,0xbb58,;Success;16;Success;24;24;0;24;24;1;
1;L;VADDSD,;24,;0xbb3d,;Success;16;Success;8;8;0;8;0;1;
1;L;VMOVSD,;24,;0xbb10,;Success;16;Success;8;8;0;8;0;1;
