group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409f02,0x409f2c,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409f40,0x409f56,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409f6c,0x409f80,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409ed9,0x409f0f,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409f47,0x409f5e,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409f25,0x409f4e,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409e90,0x409ec3,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409f8e,0x409fb2,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409ea6,0x409ee0,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409e97,0x409ecb,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409fc6,0x409fcd,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409ebc,0x409ee8,;Success;128;Success;128;128;0;128;128;1;
4;LLLL;MOV,MOV,MOV,CMP,;376,368,352,360,;0x409e9e,0x409f17,0x409f9e,0x409ff8,;Success;0;Success;32;32;0;32;0;1;
1;S;VMOVUPD,;0,;0x409fed,;Success;64;Success;64;64;0;64;64;1;
2;LL;VMOVUPD,VPERMT2PD,;0,64,;0x409f79,0x409f96,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VMOVUPD,;0,64,;0x409ead,0x409eb4,;Success;128;Success;128;128;0;128;128;2;
